index,Category,Amount,
42078,kurta,599.0,
42079,kurta,,
42080,Set,958.0,
42081,kurta,339.0,
42082,Set,,
42083,kurta,379.0,
42084,kurta,426.0,
42085,Top,330.0,
42086,Top,432.0,
42087,Top,330.0,
42088,Top,371.0,
42089,kurta,349.0,
42090,kurta,339.0,
42091,kurta,452.0,
42092,Top,432.0,
42093,kurta,,
42094,kurta,688.0,
42095,kurta,426.0,
42096,Set,688.0,
42097,kurta,481.0,
42098,Set,630.0,
42099,Top,421.0,
42100,kurta,499.0,
42101,Top,259.0,
42102,Western Dress,761.0,
42103,Western Dress,761.0,
42104,Set,495.0,
42105,kurta,549.0,
42106,kurta,342.0,
42107,Top,297.0,
42108,Top,299.0,
42109,Set,647.0,
42110,kurta,501.9,
42111,kurta,259.0,
42112,Top,469.0,
42113,Top,396.0,
42114,kurta,,
42115,Set,761.0,
42116,kurta,313.0,
42117,kurta,449.0,
42118,kurta,480.0,
42119,kurta,495.0,
42120,kurta,469.0,
42121,kurta,495.0,
42122,Set,927.0,
42123,Western Dress,0.0,
42124,kurta,350.0,
42125,Set,546.0,
42126,Set,969.0,
42127,Set,999.0,
42128,Top,354.0,
42129,Set,589.0,
42130,Set,747.0,
42131,Set,920.0,
42132,Set,698.0,
42133,kurta,379.0,
42134,Set,499.0,
42135,Set,955.0,
42136,Set,589.0,
42137,kurta,448.0,
42138,Set,1112.0,
42139,Set,646.0,
42140,Set,1201.0,
42141,Set,698.0,
42142,Set,699.0,
42143,Set,698.0,
42144,kurta,424.0,
42145,Top,,
42146,kurta,379.0,
42147,Top,365.0,
42148,kurta,,
42149,Set,984.0,
42150,Set,1298.0,
42151,kurta,330.0,
42152,Set,542.0,
42153,kurta,322.0,
42154,kurta,315.0,
42155,Set,969.0,
42156,Top,387.0,
42157,kurta,,
42158,Set,849.0,
42159,Western Dress,774.0,
42160,Set,657.0,
42161,Set,969.0,
42162,Set,,
42163,kurta,549.0,
42164,Set,0.0,
42165,Set,1085.0,
42166,Top,750.0,
42167,Set,1085.0,
42168,Set,1085.0,
42169,Set,1085.0,
42170,Set,,
42171,kurta,499.0,
42172,kurta,377.0,
42173,kurta,328.0,
42174,kurta,379.0,
42175,Set,676.0,
42176,Set,684.0,
42177,kurta,378.0,
42178,Set,958.0,
42179,Set,657.0,
42180,Bottom,297.0,
42181,kurta,385.0,
42182,Set,859.0,
42183,Set,775.0,
42184,Set,729.0,
42185,kurta,549.0,
42186,kurta,379.0,
42187,Set,969.0,
42188,Set,698.0,
42189,kurta,495.0,
42190,kurta,452.0,
42191,kurta,481.0,
42192,Set,567.0,
42193,Top,338.0,
42194,Set,1271.0,
42195,Set,1120.0,
42196,Set,791.0,
42197,kurta,449.0,
42198,Set,1079.0,
42199,kurta,360.95,
42200,kurta,,
42201,Set,1233.0,
42202,Western Dress,377.0,
42203,Top,434.0,
42204,Set,877.0,
42205,Set,999.0,
42206,Set,899.0,
42207,Set,969.0,
42208,kurta,379.0,
42209,kurta,379.0,
42210,kurta,549.0,
42211,Set,747.0,
42212,Set,799.0,
42213,Set,,
42214,kurta,469.0,
42215,Set,1354.0,
42216,Set,791.0,
42217,kurta,449.0,
42218,Western Dress,1229.0,
42219,Set,775.0,
42220,Set,657.0,
42221,Set,618.0,
42222,Set,969.0,
42223,Top,469.0,
42224,kurta,495.0,
42225,Set,1228.0,
42226,Set,589.0,
42227,kurta,495.0,
42228,Set,1228.0,
42229,Western Dress,714.0,
42230,Set,495.0,
42231,Western Dress,714.0,
42232,Set,729.0,
42233,Set,698.0,
42234,Set,877.0,
42235,Top,354.0,
42236,Set,1085.0,
42237,kurta,499.0,
42238,Top,,
42239,Top,432.0,
42240,Set,1129.0,
42241,Set,586.0,
42242,Set,599.0,
42243,Set,461.0,
42244,Set,589.0,
42245,Set,729.0,
42246,Top,464.0,
42247,Set,563.0,
42248,Set,1354.0,
42249,Top,423.0,
42250,Set,0.0,
42251,Set,597.0,
42252,Western Dress,715.0,
42253,kurta,347.0,
42254,kurta,499.0,
42255,Set,,
42256,kurta,481.0,
42257,Set,747.0,
42258,Set,688.0,
42259,kurta,549.0,
42260,Set,941.0,
42261,Set,1127.0,
42262,Set,1324.0,
42263,Set,618.0,
42264,Set,729.0,
42265,kurta,584.0,
42266,kurta,453.0,
42267,kurta,499.0,
42268,Set,1138.0,
42269,kurta,499.0,
42270,Set,1099.0,
42271,kurta,729.0,
42272,Set,688.0,
42273,kurta,376.0,
42274,Western Dress,473.0,
42275,kurta,391.0,
42276,kurta,,
42277,Set,799.0,
42278,Set,795.0,
42279,kurta,,
42280,Western Dress,443.0,
42281,Top,469.0,
42282,Set,1075.0,
42283,Set,1138.0,
42284,kurta,353.0,
42285,Set,969.0,
42286,Set,1130.0,
42287,Set,761.0,
42288,Set,657.0,
42289,kurta,561.0,
42290,kurta,313.0,
42291,kurta,358.0,
42292,Top,499.0,
42293,Set,542.0,
42294,Set,1481.0,
42295,Set,599.0,
42296,Set,474.0,
42297,Top,499.0,
42298,kurta,399.0,
42299,Western Dress,1099.0,
42300,Top,267.0,
42301,kurta,353.0,
42302,kurta,353.0,
42303,kurta,469.0,
42304,Set,542.0,
42305,kurta,480.0,
42306,Set,873.0,
42307,kurta,,
42308,Set,589.0,
42309,Set,969.0,
42310,Top,469.0,
42311,Top,499.0,
42312,kurta,481.0,
42313,Set,730.0,
42314,kurta,449.0,
42315,kurta,449.0,
42316,Set,698.0,
42317,Western Dress,1033.0,
42318,Western Dress,1033.0,
42319,Set,1079.0,
42320,Top,750.0,
42321,kurta,547.0,
42322,Set,1053.0,
42323,Set,1138.0,
42324,Set,873.0,
42325,kurta,,
42326,kurta,330.0,
42327,kurta,330.0,
42328,Set,0.0,
42329,Set,1079.0,
42330,Set,,
42331,Top,469.0,
42332,Set,774.0,
42333,Set,683.0,
42334,Top,259.0,
42335,kurta,453.0,
42336,kurta,449.0,
42337,Western Dress,1125.0,
42338,kurta,469.0,
42339,kurta,547.0,
42340,Set,698.0,
42341,Set,1120.0,
42342,kurta,449.0,
42343,kurta,561.0,
42344,Set,1138.0,
42345,kurta,499.0,
42346,kurta,469.0,
42347,Set,589.0,
42348,kurta,313.0,
42349,Set,1112.0,
42350,Set,688.0,
42351,kurta,927.0,
42352,kurta,424.0,
42353,kurta,399.0,
42354,kurta,427.0,
42355,kurta,427.0,
42356,kurta,449.0,
42357,Set,646.0,
42358,kurta,426.0,
42359,kurta,437.0,
42360,kurta,417.0,
42361,kurta,499.0,
42362,kurta,495.0,
42363,kurta,495.0,
42364,kurta,495.0,
42365,kurta,449.0,
42366,Set,563.0,
42367,Set,859.0,
42368,Set,715.0,
42369,Set,654.0,
42370,kurta,549.0,
42371,Set,729.0,
42372,Set,1138.0,
42373,Top,499.0,
42374,Set,1129.0,
42375,Set,1354.0,
42376,Set,650.48,
42377,Set,1138.0,
42378,kurta,499.0,
42379,kurta,364.0,
42380,kurta,339.0,
42381,Top,678.0,
42382,Set,969.0,
42383,kurta,449.0,
42384,kurta,527.0,
42385,Set,,
42386,kurta,358.0,
42387,Set,615.24,
42388,kurta,449.0,
42389,Set,630.0,
42390,Set,566.0,
42391,Set,1299.0,
42392,Set,791.0,
42393,Set,969.0,
42394,Set,1112.0,
42395,Set,566.0,
42396,kurta,561.0,
42397,kurta,0.0,
42398,kurta,0.0,
42399,Set,,
42400,kurta,329.0,
42401,kurta,358.0,
42402,Top,421.0,
42403,Blouse,499.0,
42404,Blouse,499.0,
42405,Set,615.24,
42406,Set,1099.0,
42407,Ethnic Dress,473.0,
42408,Set,1147.0,
42409,kurta,426.0,
42410,Western Dress,1125.0,
42411,Set,0.0,
42412,kurta,399.0,
42413,kurta,499.0,
42414,kurta,417.0,
42415,kurta,495.0,
42416,Set,799.0,
42417,Ethnic Dress,1099.0,
42418,Top,499.0,
42419,Set,542.0,
42420,kurta,495.0,
42421,kurta,452.0,
42422,kurta,495.0,
42423,kurta,530.0,
42424,kurta,0.0,
42425,kurta,279.05,
42426,kurta,358.0,
42427,kurta,379.0,
42428,Ethnic Dress,,
42429,Western Dress,998.0,
42430,kurta,379.0,
42431,Set,1324.0,
42432,Set,647.0,
42433,Set,747.0,
42434,Top,469.0,
42435,kurta,528.0,
42436,kurta,495.0,
42437,kurta,,
42438,kurta,469.0,
42439,kurta,426.0,
42440,kurta,530.0,
42441,kurta,521.0,
42442,Set,969.0,
42443,kurta,561.0,
42444,kurta,399.0,
42445,kurta,499.0,
42446,Set,618.0,
42447,Set,715.0,
42448,kurta,495.0,
42449,kurta,657.0,
42450,Set,688.0,
42451,Set,969.0,
42452,Top,469.0,
42453,Top,354.0,
42454,kurta,481.0,
42455,kurta,330.0,
42456,Set,698.0,
42457,kurta,339.0,
42458,kurta,360.0,
42459,kurta,495.0,
42460,Set,799.0,
42461,Ethnic Dress,399.0,
42462,Western Dress,443.0,
42463,Set,,
42464,kurta,,
42465,Set,646.0,
42466,kurta,495.0,
42467,kurta,627.0,
42468,Set,567.0,
42469,Set,1233.0,
42470,kurta,379.0,
42471,Set,969.0,
42472,kurta,527.0,
42473,Top,798.0,
42474,Set,,
42475,kurta,322.0,
42476,Set,849.0,
42477,Set,698.0,
42478,Set,747.0,
42479,Set,589.0,
42480,Set,567.0,
42481,Set,730.0,
42482,Set,567.0,
42483,kurta,501.0,
42484,kurta,399.0,
42485,Western Dress,1249.0,
42486,kurta,426.0,
42487,kurta,353.0,
42488,Western Dress,1399.0,
42489,Set,616.0,
42490,Top,549.0,
42491,kurta,379.0,
42492,Top,499.0,
42493,Set,0.0,
42494,Set,546.0,
42495,kurta,627.0,
42496,Top,493.0,
42497,Bottom,377.0,
42498,kurta,627.0,
42499,kurta,481.0,
42500,Set,672.0,
42501,Set,618.0,
42502,Top,299.0,
42503,kurta,683.0,
42504,kurta,657.0,
42505,Set,646.0,
42506,kurta,313.0,
42507,kurta,599.0,
42508,Western Dress,1099.0,
42509,Set,,
42510,Top,469.0,
42511,kurta,499.0,
42512,Set,877.0,
42513,Set,698.0,
42514,kurta,495.0,
42515,Set,729.0,
42516,Set,761.0,
42517,kurta,481.0,
42518,kurta,563.0,
42519,Set,1450.0,
42520,kurta,299.0,
42521,Set,955.0,
42522,Set,698.0,
42523,Set,699.0,
42524,Set,873.0,
42525,Set,715.0,
42526,Set,678.0,
42527,Set,999.0,
42528,Set,969.0,
42529,kurta,549.0,
42530,Set,969.0,
42531,Top,0.0,
42532,Top,330.0,
42533,kurta,,
42534,kurta,,
42535,Western Dress,1249.0,
42536,Top,,
42537,Set,969.0,
42538,Top,,
42539,Set,698.0,
42540,Set,955.0,
42541,Top,421.0,
42542,kurta,449.0,
42543,Top,869.0,
42544,Top,836.0,
42545,Top,499.0,
42546,Set,785.71,
42547,kurta,481.0,
42548,Set,589.0,
42549,kurta,449.0,
42550,Set,,
42551,Set,499.0,
42552,kurta,365.0,
42553,kurta,449.0,
42554,Set,698.0,
42555,Set,727.0,
42556,Set,698.0,
42557,kurta,481.0,
42558,Set,,
42559,Top,469.0,
42560,Set,698.0,
42561,kurta,453.0,
42562,kurta,499.0,
42563,Set,969.0,
42564,kurta,353.0,
42565,Set,646.0,
42566,Set,1120.0,
42567,kurta,453.0,
42568,Western Dress,715.0,
42569,Top,432.0,
42570,Set,1138.0,
42571,kurta,469.0,
42572,Set,0.0,
42573,Set,749.0,
42574,Set,678.0,
42575,Western Dress,496.0,
42576,Set,566.0,
42577,Set,,
42578,Top,423.0,
42579,Set,589.0,
42580,Set,729.0,
42581,Western Dress,761.0,
42582,Set,563.0,
42583,Set,729.0,
42584,Set,699.0,
42585,Set,,
42586,kurta,452.0,
42587,kurta,542.0,
42588,kurta,,
42589,Set,698.0,
42590,Top,267.0,
42591,kurta,342.0,
42592,Set,1324.0,
42593,kurta,449.0,
42594,kurta,530.0,
42595,kurta,,
42596,kurta,549.0,
42597,Set,1138.0,
42598,Set,1129.0,
42599,kurta,481.0,
42600,Set,1201.0,
42601,Top,338.0,
42602,kurta,453.0,
42603,Top,299.0,
42604,Western Dress,1033.0,
42605,kurta,453.0,
42606,kurta,729.0,
42607,Set,969.0,
42608,Set,845.0,
42609,Western Dress,,
42610,kurta,495.0,
42611,kurta,328.0,
42612,kurta,528.0,
42613,Set,563.0,
42614,Western Dress,680.95,
42615,kurta,499.0,
42616,Set,0.0,
42617,kurta,458.1,
42618,Set,698.0,
42619,kurta,426.0,
42620,Western Dress,473.0,
42621,Set,646.0,
42622,Set,563.0,
42623,Set,589.0,
42624,Western Dress,715.0,
42625,kurta,391.0,
42626,Ethnic Dress,799.0,
42627,Set,519.0,
42628,Set,791.0,
42629,kurta,528.0,
42630,kurta,391.0,
42631,Western Dress,817.0,
42632,Set,646.0,
42633,kurta,480.0,
42634,Set,969.0,
42635,Set,698.0,
42636,Set,1399.0,
42637,Top,297.0,
42638,Set,542.0,
42639,Set,1324.0,
42640,kurta,438.0,
42641,Top,299.0,
42642,kurta,547.0,
42643,Set,1324.0,
42644,Western Dress,714.0,
42645,Set,958.0,
42646,kurta,379.0,
42647,Set,1127.0,
42648,kurta,358.0,
42649,Set,849.0,
42650,Set,1170.0,
42651,Set,1120.0,
42652,Set,912.0,
42653,Set,522.0,
42654,Set,969.0,
42655,Top,484.0,
42656,Set,849.0,
42657,Set,729.0,
42658,kurta,349.0,
42659,Set,590.0,
42660,kurta,527.0,
42661,Top,314.29,
42662,Set,698.0,
42663,Set,758.0,
42664,kurta,399.0,
42665,Bottom,241.0,
42666,kurta,426.0,
42667,kurta,453.0,
42668,Set,969.0,
42669,Top,469.0,
42670,Set,499.0,
42671,kurta,449.0,
42672,Top,446.0,
42673,kurta,426.0,
42674,Set,698.0,
42675,Set,563.0,
42676,kurta,549.0,
42677,Set,791.0,
42678,Set,1138.0,
42679,Set,1138.0,
42680,kurta,472.0,
42681,kurta,530.0,
42682,Set,542.0,
42683,Set,618.0,
42684,Western Dress,1033.0,
42685,kurta,499.0,
42686,Set,1354.0,
42687,Set,1450.0,
42688,Set,657.0,
42689,Set,657.0,
42690,Set,1078.0,
42691,kurta,495.0,
42692,kurta,530.0,
42693,Set,698.0,
42694,Set,542.0,
42695,Set,1450.0,
42696,kurta,475.24,
42697,kurta,449.0,
42698,Set,495.0,
42699,Set,698.0,
42700,kurta,379.0,
42701,kurta,657.0,
42702,Top,549.0,
42703,kurta,353.0,
42704,kurta,280.0,
42705,kurta,349.0,
42706,Top,499.0,
42707,Blouse,764.0,
42708,Set,496.0,
42709,Set,1450.0,
42710,kurta,599.0,
42711,Set,947.0,
42712,kurta,469.0,
42713,Set,496.0,
42714,Set,563.0,
42715,Set,899.0,
42716,Set,969.0,
42717,kurta,306.67,
42718,kurta,495.0,
42719,Top,425.0,
42720,Set,699.0,
42721,kurta,589.0,
42722,kurta,426.0,
42723,Set,698.0,
42724,Set,969.0,
42725,Ethnic Dress,,
42726,kurta,499.0,
42727,Western Dress,1033.0,
42728,Set,1147.0,
42729,Set,698.0,
42730,Set,912.0,
42731,Set,,
42732,Set,729.0,
42733,Set,,
42734,Set,,
42735,Set,,
42736,Set,563.0,
42737,Set,799.0,
42738,Set,,
42739,Top,469.0,
42740,Set,588.0,
42741,Set,698.0,
42742,kurta,259.0,
42743,kurta,,
42744,Set,,
42745,Western Dress,,
42746,Top,798.0,
42747,kurta,330.0,
42748,Set,630.0,
42749,Set,715.0,
42750,Set,990.0,
42751,Set,677.0,
42752,Set,495.0,
42753,kurta,499.0,
42754,kurta,453.0,
42755,kurta,364.0,
42756,Set,698.0,
42757,kurta,322.0,
42758,kurta,358.0,
42759,Set,912.0,
42760,Ethnic Dress,675.0,
42761,kurta,452.0,
42762,Top,516.0,
42763,kurta,379.0,
42764,Set,969.0,
42765,Set,1576.0,
42766,Set,,
42767,Set,799.0,
42768,Set,1154.0,
42769,Set,699.0,
42770,kurta,688.0,
42771,Set,799.0,
42772,Set,688.0,
42773,kurta,426.0,
42774,kurta,452.0,
42775,Set,698.0,
42776,Set,969.0,
42777,kurta,324.0,
42778,Top,432.0,
42779,kurta,328.0,
42780,Western Dress,1033.0,
42781,Set,567.0,
42782,kurta,371.0,
42783,kurta,358.0,
42784,Top,432.0,
42785,kurta,549.0,
42786,kurta,597.14,
42787,kurta,627.0,
42788,kurta,547.0,
42789,Top,279.0,
42790,kurta,420.0,
42791,kurta,359.0,
42792,kurta,481.0,
42793,Set,775.0,
42794,kurta,499.0,
42795,Top,499.0,
42796,Set,738.1,
42797,Set,648.0,
42798,Western Dress,1033.0,
42799,kurta,563.0,
42800,kurta,339.0,
42801,Set,499.0,
42802,kurta,342.0,
42803,Western Dress,399.0,
42804,Top,345.0,
42805,kurta,495.0,
42806,kurta,530.0,
42807,kurta,399.0,
42808,kurta,481.0,
42809,kurta,481.0,
42810,kurta,377.0,
42811,kurta,556.0,
42812,Set,969.0,
42813,kurta,469.0,
42814,kurta,452.0,
42815,kurta,,
42816,Western Dress,715.0,
42817,kurta,469.0,
42818,kurta,426.0,
42819,kurta,469.0,
42820,kurta,688.0,
42821,kurta,495.0,
42822,Set,730.0,
42823,kurta,452.0,
42824,Set,499.0,
42825,Set,730.0,
42826,kurta,589.0,
42827,Set,589.0,
42828,kurta,561.0,
42829,kurta,561.0,
42830,Top,469.0,
42831,Set,845.0,
42832,Set,730.0,
42833,Set,542.0,
42834,Set,646.0,
42835,Set,1166.0,
42836,kurta,427.0,
42837,Top,469.0,
42838,kurta,394.0,
42839,kurta,264.0,
42840,Set,646.0,
42841,kurta,330.0,
42842,Top,549.0,
42843,kurta,519.0,
42844,Set,729.0,
42845,kurta,453.0,
42846,Set,877.0,
42847,Set,563.0,
42848,Set,729.0,
42849,Set,1112.0,
42850,Western Dress,1033.0,
42851,Top,299.0,
42852,Set,698.0,
42853,Set,1166.0,
42854,Set,1112.0,
42855,kurta,313.0,
42856,kurta,293.0,
42857,Top,499.0,
42858,Set,715.0,
42859,kurta,449.0,
42860,Set,1450.0,
42861,kurta,453.0,
42862,Western Dress,1033.0,
42863,kurta,449.0,
42864,Western Dress,1249.0,
42865,Set,1471.43,
42866,Western Dress,,
42867,Set,1166.0,
42868,Set,1129.0,
42869,Western Dress,1033.0,
42870,kurta,399.0,
42871,Western Dress,715.0,
42872,Set,958.0,
42873,Set,791.0,
42874,Set,,
42875,Set,955.0,
42876,kurta,322.0,
42877,kurta,453.0,
42878,kurta,399.0,
42879,Set,599.0,
42880,kurta,,
42881,Set,969.0,
42882,Set,698.0,
42883,kurta,449.0,
42884,Top,484.0,
42885,Set,698.0,
42886,Set,648.0,
42887,kurta,453.0,
42888,Ethnic Dress,1030.0,
42889,kurta,453.0,
42890,Set,688.0,
42891,kurta,522.86,
42892,Set,698.0,
42893,kurta,,
42894,Set,969.0,
42895,Set,627.0,
42896,Set,672.0,
42897,kurta,399.0,
42898,kurta,394.0,
42899,kurta,495.0,
42900,kurta,495.0,
42901,Set,657.0,
42902,Top,499.0,
42903,kurta,379.0,
42904,kurta,385.0,
42905,kurta,449.0,
42906,kurta,471.43,
42907,kurta,471.43,
42908,Set,969.0,
42909,kurta,399.0,
42910,kurta,452.0,
42911,kurta,505.0,
42912,Set,618.0,
42913,Top,432.0,
42914,kurta,469.0,
42915,Set,729.0,
42916,Top,484.0,
42917,Set,958.0,
42918,kurta,330.0,
42919,Set,747.0,
42920,Set,1138.0,
42921,Set,566.0,
42922,Set,589.0,
42923,Set,646.0,
42924,kurta,426.0,
42925,Set,0.0,
42926,Top,469.0,
42927,kurta,452.0,
42928,Set,688.0,
42929,Set,698.0,
42930,kurta,495.0,
42931,Set,1120.0,
42932,kurta,0.0,
42933,kurta,,
42934,Set,,
42935,Set,646.0,
42936,kurta,248.0,
42937,Top,469.0,
42938,kurta,330.0,
42939,Set,698.0,
42940,kurta,449.0,
42941,kurta,530.0,
42942,kurta,547.0,
42943,Set,677.0,
42944,kurta,329.0,
42945,Set,647.0,
42946,Set,625.0,
42947,Set,969.0,
42948,kurta,353.0,
42949,Set,657.0,
42950,Top,,
42951,kurta,530.0,
42952,kurta,530.0,
42953,kurta,452.0,
42954,Set,984.0,
42955,kurta,547.0,
42956,Set,747.0,
42957,Western Dress,998.0,
42958,Western Dress,1033.0,
42959,kurta,453.0,
42960,Set,616.0,
42961,Set,799.0,
42962,Set,729.0,
42963,Set,899.0,
42964,kurta,481.0,
42965,Western Dress,1033.0,
42966,Set,542.0,
42967,Set,627.0,
42968,kurta,0.0,
42969,kurta,,
42970,Set,877.0,
42971,Set,474.0,
42972,Set,955.0,
42973,Set,542.0,
42974,Top,,
42975,kurta,481.0,
42976,kurta,877.0,
42977,kurta,368.0,
42978,kurta,481.0,
42979,Set,898.0,
42980,kurta,499.0,
42981,kurta,453.0,
42982,Set,1120.0,
42983,kurta,,
42984,kurta,657.0,
42985,kurta,715.0,
42986,Set,542.0,
42987,Set,599.0,
42988,Set,715.0,
42989,Set,618.0,
42990,kurta,542.0,
42991,kurta,527.0,
42992,Set,589.0,
42993,Set,499.0,
42994,Set,729.0,
42995,Set,499.0,
42996,Set,567.0,
42997,Set,588.57,
42998,Top,,
42999,kurta,499.0,
43000,kurta,495.0,
43001,kurta,527.0,
43002,kurta,322.0,
43003,Set,698.0,
43004,kurta,481.0,
43005,kurta,379.0,
43006,kurta,449.0,
43007,kurta,452.0,
43008,kurta,449.0,
43009,Western Dress,680.95,
43010,kurta,322.0,
43011,kurta,399.0,
43012,Set,1085.0,
43013,Set,969.0,
43014,kurta,353.0,
43015,Western Dress,680.95,
43016,Western Dress,715.0,
43017,Set,1481.0,
43018,kurta,547.0,
43019,kurta,449.0,
43020,Top,549.0,
43021,kurta,430.48,
43022,Set,1079.0,
43023,Set,1154.0,
43024,Top,399.0,
43025,Western Dress,1033.0,
43026,Set,1147.0,
43027,kurta,452.0,
43028,Set,941.0,
43029,Set,688.0,
43030,kurta,499.0,
43031,Set,646.0,
43032,Set,859.0,
43033,Set,715.0,
43034,Set,657.0,
43035,Set,1127.0,
43036,kurta,,
43037,kurta,499.0,
43038,kurta,353.0,
43039,kurta,449.0,
43040,Set,,
43041,Set,1129.0,
43042,Set,698.0,
43043,Top,432.0,
43044,kurta,452.0,
43045,Western Dress,715.0,
43046,Top,484.0,
43047,kurta,449.0,
43048,kurta,549.0,
43049,kurta,469.0,
43050,Set,683.0,
43051,kurta,284.76,
43052,Blouse,349.0,
43053,kurta,495.0,
43054,Set,1138.0,
43055,Set,743.0,
43056,kurta,499.0,
43057,Set,699.0,
43058,kurta,599.0,
43059,Set,677.0,
43060,Set,799.0,
43061,kurta,627.0,
43062,kurta,379.0,
43063,Set,969.0,
43064,Top,259.0,
43065,kurta,379.0,
43066,kurta,299.0,
43067,Set,969.0,
43068,kurta,449.0,
43069,kurta,499.0,
43070,Top,549.0,
43071,Set,845.0,
43072,Set,646.0,
43073,Set,646.0,
43074,Set,646.0,
43075,Top,299.0,
43076,kurta,499.0,
43077,Set,699.0,
43078,kurta,481.0,
43079,kurta,449.0,
43080,Set,958.0,
43081,Set,0.0,
43082,kurta,453.0,
43083,Set,,
43084,Set,,
43085,Set,,
43086,Set,1138.0,
43087,Set,958.0,
43088,Set,730.0,
43089,Western Dress,715.0,
43090,kurta,449.0,
43091,Set,642.0,
43092,Set,627.0,
43093,Set,646.0,
43094,Set,589.0,
43095,kurta,683.0,
43096,kurta,353.0,
43097,Set,,
43098,Set,749.0,
43099,Top,499.0,
43100,Top,469.0,
43101,Set,729.0,
43102,kurta,481.0,
43103,kurta,353.0,
43104,Set,899.0,
43105,kurta,426.0,
43106,kurta,620.0,
43107,Set,589.0,
43108,Top,399.0,
43109,kurta,452.0,
43110,kurta,277.0,
43111,kurta,620.0,
43112,Set,845.0,
43113,kurta,481.0,
43114,kurta,499.0,
43115,Set,627.0,
43116,Set,1127.0,
43117,Set,747.0,
43118,Set,969.0,
43119,kurta,480.0,
43120,kurta,437.0,
43121,kurta,399.0,
43122,kurta,339.0,
43123,Top,469.0,
43124,Set,599.0,
43125,Set,698.0,
43126,Set,1201.0,
43127,kurta,379.0,
43128,kurta,499.0,
43129,kurta,449.0,
43130,Set,958.0,
43131,Set,688.0,
43132,Set,0.0,
43133,kurta,688.0,
43134,Set,871.0,
43135,Set,1075.0,
43136,Set,499.0,
43137,Set,698.0,
43138,Set,1249.0,
43139,Set,647.0,
43140,Set,841.0,
43141,Set,958.0,
43142,Set,1399.0,
43143,Top,516.0,
43144,Set,618.0,
43145,kurta,399.0,
43146,Top,421.0,
43147,kurta,353.0,
43148,Top,493.0,
43149,Set,799.0,
43150,Set,589.0,
43151,kurta,353.0,
43152,Set,699.0,
43153,Set,688.0,
43154,Top,956.0,
43155,kurta,495.0,
43156,Top,516.0,
43157,kurta,499.0,
43158,kurta,385.0,
43159,kurta,353.0,
43160,kurta,379.0,
43161,kurta,426.0,
43162,Set,729.0,
43163,Set,695.24,
43164,Set,1201.0,
43165,kurta,358.0,
43166,kurta,499.0,
43167,Top,499.0,
43168,Set,,
43169,Top,,
43170,kurta,0.0,
43171,kurta,330.0,
43172,Set,1138.0,
43173,Western Dress,1249.0,
43174,kurta,469.0,
43175,kurta,349.0,
43176,kurta,379.0,
43177,kurta,449.0,
43178,kurta,499.0,
43179,kurta,475.24,
43180,kurta,,
43181,kurta,379.0,
43182,Set,589.0,
43183,Set,618.0,
43184,kurta,627.0,
43185,Set,,
43186,Set,589.0,
43187,kurta,481.0,
43188,kurta,499.0,
43189,Western Dress,761.0,
43190,Western Dress,761.0,
43191,Western Dress,761.0,
43192,Top,499.0,
43193,Set,499.0,
43194,Set,729.0,
43195,Set,589.0,
43196,Top,499.0,
43197,kurta,,
43198,Set,730.0,
43199,kurta,426.0,
43200,kurta,355.0,
43201,Set,586.0,
43202,kurta,561.0,
43203,kurta,480.0,
43204,Set,729.0,
43205,kurta,449.0,
43206,Top,499.0,
43207,Western Dress,761.0,
43208,Set,1324.0,
43209,Set,1085.0,
43210,Set,1220.0,
43211,kurta,627.0,
43212,Top,499.0,
43213,Set,698.0,
43214,kurta,399.0,
43215,Set,474.0,
43216,Top,516.0,
43217,Set,,
43218,Set,955.0,
43219,Set,542.0,
43220,Set,958.0,
43221,Set,1138.0,
43222,Set,729.0,
43223,Set,799.0,
43224,Set,698.0,
43225,Set,1201.0,
43226,Set,1075.0,
43227,Set,1130.0,
43228,kurta,495.0,
43229,Set,941.0,
43230,kurta,472.0,
43231,Set,688.0,
43232,Set,1233.0,
43233,kurta,761.0,
43234,Set,1075.0,
43235,Set,791.0,
43236,kurta,561.0,
43237,kurta,449.0,
43238,Set,698.0,
43239,Set,597.0,
43240,Set,791.0,
43241,Set,630.0,
43242,kurta,449.0,
43243,Top,,
43244,Set,698.0,
43245,kurta,264.0,
43246,Ethnic Dress,1174.0,
43247,Set,0.0,
43248,Set,699.0,
43249,kurta,481.0,
43250,Top,750.0,
43251,Top,499.0,
43252,Set,542.0,
43253,kurta,399.0,
43254,Set,699.0,
43255,Western Dress,1033.0,
43256,kurta,495.0,
43257,Set,698.0,
43258,kurta,,
43259,kurta,495.0,
43260,kurta,561.0,
43261,kurta,549.0,
43262,Top,421.0,
43263,Set,958.0,
43264,Set,471.43,
43265,Set,1245.0,
43266,Set,730.0,
43267,kurta,399.0,
43268,kurta,322.0,
43269,kurta,453.0,
43270,kurta,378.0,
43271,kurta,342.0,
43272,Set,698.0,
43273,Set,698.0,
43274,Top,297.0,
43275,Western Dress,1033.0,
43276,kurta,330.0,
43277,Set,474.0,
43278,kurta,449.0,
43279,Set,698.0,
43280,Set,1120.0,
43281,Set,1138.0,
43282,Set,1199.0,
43283,Set,1228.0,
43284,Top,499.0,
43285,kurta,469.0,
43286,Set,730.0,
43287,kurta,657.0,
43288,Top,297.0,
43289,Set,1245.0,
43290,kurta,495.0,
